"","X","sub","gender","hostility","frig","disg"
"776",776,110,"female",9,"high","high"
"777",777,112,"male",6,"low","low"
"778",778,112,"male",5,"low","low"
"779",779,112,"male",6,"low","high"
"780",780,112,"male",9,"low","high"
"781",781,112,"male",10,"high","low"
"782",782,112,"male",10,"high","low"
"783",783,112,"male",8,"high","high"
"784",784,112,"male",5,"high","high"
"785",785,113,"female",2,"low","low"
"786",786,113,"female",10,"low","low"
"787",787,113,"female",10,"low","high"
"788",788,113,"female",10,"low","high"
"789",789,113,"female",2,"high","low"
"790",790,113,"female",1,"high","low"
"791",791,113,"female",10,"high","high"
"792",792,113,"female",1,"high","high"
"793",793,114,"female",0,"low","low"
"794",794,114,"female",0,"low","low"
"795",795,114,"female",7,"low","high"
"796",796,114,"female",10,"low","high"
"797",797,114,"female",5,"high","low"
"798",798,114,"female",8,"high","low"
"799",799,114,"female",0,"high","high"
"800",800,114,"female",0,"high","high"
"801",801,115,"female",10,"low","low"
"802",802,115,"female",10,"low","low"
"803",803,115,"female",10,"low","high"
"804",804,115,"female",10,"low","high"
"805",805,115,"female",10,"high","low"
"806",806,115,"female",9,"high","low"
"807",807,115,"female",10,"high","high"
"808",808,115,"female",10,"high","high"
"809",809,116,"male",4,"low","low"
"810",810,116,"male",2,"low","low"
"811",811,116,"male",2,"low","high"
"812",812,116,"male",7,"low","high"
"813",813,116,"male",8,"high","low"
"814",814,116,"male",8,"high","low"
"815",815,116,"male",5,"high","high"
"816",816,116,"male",4,"high","high"
"817",817,117,"female",8,"low","low"
"818",818,117,"female",10,"low","low"
"819",819,117,"female",9,"low","high"
"820",820,117,"female",8,"low","high"
"821",821,117,"female",2,"high","low"
"822",822,117,"female",2,"high","low"
"823",823,117,"female",10,"high","high"
"824",824,117,"female",10,"high","high"
"825",825,118,"female",10,"low","low"
"826",826,118,"female",9,"low","low"
"827",827,118,"female",10,"low","high"
"828",828,118,"female",10,"low","high"
"829",829,118,"female",3,"high","low"
"830",830,118,"female",6,"high","low"
"831",831,118,"female",10,"high","high"
"832",832,118,"female",10,"high","high"
"833",833,119,"female",1,"low","low"
"834",834,119,"female",3,"low","low"
"835",835,119,"female",10,"low","high"
"836",836,119,"female",10,"low","high"
"837",837,119,"female",0,"high","low"
"838",838,119,"female",2,"high","low"
"839",839,119,"female",4,"high","high"
"840",840,119,"female",5,"high","high"
"841",841,120,"female",3,"low","low"
"842",842,120,"female",9,"low","low"
"843",843,120,"female",10,"low","high"
"844",844,120,"female",10,"low","high"
"845",845,120,"female",10,"high","low"
"846",846,120,"female",10,"high","low"
"847",847,120,"female",10,"high","high"
"848",848,120,"female",10,"high","high"
"849",849,122,"female",8,"low","low"
"850",850,122,"female",10,"low","low"
"851",851,122,"female",9,"low","high"
"852",852,122,"female",10,"low","high"
"853",853,122,"female",10,"high","low"
"854",854,122,"female",10,"high","low"
"855",855,122,"female",10,"high","high"
"856",856,122,"female",10,"high","high"
"857",857,123,"female",8,"low","low"
"858",858,123,"female",5,"low","low"
"859",859,123,"female",10,"low","high"
"860",860,123,"female",10,"low","high"
"861",861,123,"female",10,"high","low"
"862",862,123,"female",8,"high","low"
"863",863,123,"female",10,"high","high"
"864",864,123,"female",10,"high","high"
"865",865,124,"male",0,"low","low"
"866",866,124,"male",0,"low","low"
"867",867,124,"male",0,"low","high"
"868",868,124,"male",6,"low","high"
"869",869,124,"male",5,"high","low"
"870",870,124,"male",7,"high","low"
"871",871,124,"male",9,"high","high"
"872",872,124,"male",9,"high","high"
"873",873,125,"female",6,"low","low"
"874",874,125,"female",0,"low","low"
"875",875,125,"female",10,"low","high"
"876",876,125,"female",10,"low","high"
"877",877,125,"female",5,"high","low"
"878",878,125,"female",0,"high","low"
"879",879,125,"female",10,"high","high"
"880",880,125,"female",9,"high","high"
"881",881,127,"female",10,"low","low"
"882",882,127,"female",3,"low","low"
"883",883,127,"female",10,"low","high"
"884",884,127,"female",10,"low","high"
"885",885,127,"female",10,"high","low"
"886",886,127,"female",10,"high","low"
"887",887,127,"female",10,"high","high"
"888",888,127,"female",10,"high","high"
"889",889,128,"female",7,"low","low"
"890",890,128,"female",6,"low","low"
"891",891,128,"female",4,"low","high"
"892",892,128,"female",2,"low","high"
"893",893,128,"female",10,"high","low"
"894",894,128,"female",5,"high","low"
"895",895,128,"female",8,"high","high"
"896",896,128,"female",3,"high","high"
"897",897,129,"male",8,"low","low"
"898",898,129,"male",8,"low","low"
"899",899,129,"male",10,"low","high"
"900",900,129,"male",10,"low","high"
"901",901,129,"male",4,"high","low"
"902",902,129,"male",8,"high","low"
"903",903,129,"male",10,"high","high"
"904",904,129,"male",10,"high","high"
"905",905,130,"male",8,"low","low"
"906",906,130,"male",7,"low","low"
"907",907,130,"male",10,"low","high"
"908",908,130,"male",8,"low","high"
"909",909,130,"male",9,"high","low"
"910",910,130,"male",9,"high","low"
"911",911,130,"male",10,"high","high"
"912",912,130,"male",9,"high","high"
"913",913,131,"female",6,"low","low"
"914",914,131,"female",10,"low","low"
"915",915,131,"female",9,"low","high"
"916",916,131,"female",9,"low","high"
"917",917,131,"female",8,"high","low"
"918",918,131,"female",8,"high","low"
"919",919,131,"female",10,"high","high"
"920",920,131,"female",10,"high","high"
"921",921,132,"female",9,"low","low"
"922",922,132,"female",4,"low","low"
"923",923,132,"female",6,"low","high"
"924",924,132,"female",7,"low","high"
"925",925,132,"female",9,"high","low"
"926",926,132,"female",10,"high","low"
"927",927,132,"female",8,"high","high"
"928",928,132,"female",9,"high","high"
"929",929,133,"female",10,"low","low"
"930",930,133,"female",8,"low","low"
"931",931,133,"female",10,"low","high"
"932",932,133,"female",10,"low","high"
"933",933,133,"female",8,"high","low"
"934",934,133,"female",10,"high","low"
"935",935,133,"female",10,"high","high"
"936",936,133,"female",8,"high","high"
"937",937,134,"female",8,"low","low"
"938",938,134,"female",10,"low","low"
"939",939,134,"female",10,"low","high"
"940",940,134,"female",10,"low","high"
"941",941,134,"female",10,"high","low"
"942",942,134,"female",5,"high","low"
"943",943,134,"female",10,"high","high"
"944",944,134,"female",10,"high","high"
"945",945,135,"male",4,"low","low"
"946",946,135,"male",7,"low","low"
"947",947,135,"male",7,"low","high"
"948",948,135,"male",10,"low","high"
"949",949,135,"male",8,"high","low"
"950",950,135,"male",10,"high","low"
"951",951,135,"male",10,"high","high"
"952",952,135,"male",9,"high","high"
"953",953,136,"female",3,"low","low"
"954",954,136,"female",0,"low","low"
"955",955,136,"female",10,"low","high"
"956",956,136,"female",10,"low","high"
"957",957,136,"female",9,"high","low"
"958",958,136,"female",0,"high","low"
"959",959,136,"female",10,"high","high"
"960",960,136,"female",9,"high","high"
"961",961,137,"female",10,"low","low"
"962",962,137,"female",3,"low","low"
"963",963,137,"female",3,"low","high"
"964",964,137,"female",10,"low","high"
"965",965,137,"female",7,"high","low"
"966",966,137,"female",10,"high","low"
"967",967,137,"female",10,"high","high"
"968",968,137,"female",9,"high","high"
"969",969,138,"female",2,"low","low"
"970",970,138,"female",7,"low","low"
"971",971,138,"female",4,"low","high"
"972",972,138,"female",9,"low","high"
"973",973,138,"female",6,"high","low"
"974",974,138,"female",5,"high","low"
"975",975,138,"female",7,"high","high"
"976",976,138,"female",6,"high","high"
"977",977,139,"male",8,"low","low"
"978",978,139,"male",5,"low","low"
"979",979,139,"male",7,"low","high"
"980",980,139,"male",5,"low","high"
"981",981,139,"male",7,"high","low"
"982",982,139,"male",5,"high","low"
"983",983,139,"male",7,"high","high"
"984",984,139,"male",4,"high","high"
"985",985,140,"male",1,"low","low"
"986",986,140,"male",1,"low","low"
"987",987,140,"male",3,"low","high"
"988",988,140,"male",5,"low","high"
"989",989,140,"male",1,"high","low"
"990",990,140,"male",1,"high","low"
"991",991,140,"male",7,"high","high"
"992",992,140,"male",2,"high","high"
"993",993,141,"female",4,"low","low"
"994",994,141,"female",2,"low","low"
"995",995,141,"female",1,"low","high"
"996",996,141,"female",8,"low","high"
"997",997,141,"female",8,"high","low"
"998",998,141,"female",7,"high","low"
"999",999,141,"female",0,"high","high"
"1000",1000,141,"female",3,"high","high"
"1001",1001,143,"female",5,"low","low"
"1002",1002,143,"female",8,"low","low"
"1003",1003,143,"female",10,"low","high"
"1004",1004,143,"female",10,"low","high"
"1005",1005,143,"female",8,"high","low"
"1006",1006,143,"female",7,"high","low"
"1007",1007,143,"female",5,"high","high"
"1008",1008,143,"female",10,"high","high"
"1009",1009,144,"male",10,"low","low"
"1010",1010,144,"male",0,"low","low"
"1011",1011,144,"male",5,"low","high"
"1012",1012,144,"male",10,"low","high"
"1013",1013,144,"male",0,"high","low"
"1014",1014,144,"male",2,"high","low"
"1015",1015,144,"male",10,"high","high"
"1016",1016,144,"male",10,"high","high"
"1017",1017,145,"female",5,"low","low"
"1018",1018,145,"female",8,"low","low"
"1019",1019,145,"female",3,"low","high"
"1020",1020,145,"female",8,"low","high"
"1021",1021,145,"female",1,"high","low"
"1022",1022,145,"female",4,"high","low"
"1023",1023,145,"female",3,"high","high"
"1024",1024,145,"female",2,"high","high"
"1025",1025,147,"female",1,"low","low"
"1026",1026,147,"female",5,"low","low"
"1027",1027,147,"female",7,"low","high"
"1028",1028,147,"female",9,"low","high"
"1029",1029,147,"female",9,"high","low"
"1030",1030,147,"female",9,"high","low"
"1031",1031,147,"female",10,"high","high"
"1032",1032,147,"female",7,"high","high"
"1033",1033,148,"female",6,"low","low"
"1034",1034,148,"female",4,"low","low"
"1035",1035,148,"female",9,"low","high"
"1036",1036,148,"female",10,"low","high"
"1037",1037,148,"female",4,"high","low"
"1038",1038,148,"female",4,"high","low"
"1039",1039,148,"female",10,"high","high"
"1040",1040,148,"female",8,"high","high"
"1041",1041,149,"male",0,"low","low"
"1042",1042,149,"male",6,"low","low"
"1043",1043,149,"male",6,"low","high"
"1044",1044,149,"male",5,"low","high"
"1045",1045,149,"male",2,"high","low"
"1046",1046,149,"male",6,"high","low"
"1047",1047,149,"male",7,"high","high"
"1048",1048,149,"male",3,"high","high"
"1049",1049,151,"female",3,"low","low"
"1050",1050,151,"female",7,"low","low"
"1051",1051,151,"female",8,"low","high"
"1052",1052,151,"female",7,"low","high"
"1053",1053,151,"female",8,"high","low"
"1054",1054,151,"female",5,"high","low"
"1055",1055,151,"female",8,"high","high"
"1056",1056,151,"female",6,"high","high"
"1057",1057,152,"female",6,"low","low"
"1058",1058,152,"female",3,"low","low"
"1059",1059,152,"female",4,"low","high"
"1060",1060,152,"female",5,"low","high"
"1061",1061,152,"female",9,"high","low"
"1062",1062,152,"female",7,"high","low"
"1063",1063,152,"female",7,"high","high"
"1064",1064,152,"female",4,"high","high"
"1065",1065,153,"male",7,"low","low"
"1066",1066,153,"male",9,"low","low"
"1067",1067,153,"male",8,"low","high"
"1068",1068,153,"male",8,"low","high"
"1069",1069,153,"male",8,"high","low"
"1070",1070,153,"male",7,"high","low"
"1071",1071,153,"male",8,"high","high"
"1072",1072,153,"male",10,"high","high"
"1073",1073,154,"female",5,"low","low"
"1074",1074,154,"female",7,"low","low"
"1075",1075,154,"female",7,"low","high"
"1076",1076,154,"female",8,"low","high"
"1077",1077,154,"female",10,"high","low"
"1078",1078,154,"female",10,"high","low"
"1079",1079,154,"female",6,"high","high"
"1080",1080,154,"female",4,"high","high"
"1081",1081,155,"male",5,"low","low"
"1082",1082,155,"male",7,"low","low"
"1083",1083,155,"male",7,"low","high"
"1084",1084,155,"male",7,"low","high"
"1085",1085,155,"male",9,"high","low"
"1086",1086,155,"male",8,"high","low"
"1087",1087,155,"male",10,"high","high"
"1088",1088,155,"male",8,"high","high"
"1089",1089,156,"male",10,"low","low"
"1090",1090,156,"male",2,"low","low"
"1091",1091,156,"male",5,"low","high"
"1092",1092,156,"male",7,"low","high"
"1093",1093,156,"male",3,"high","low"
"1094",1094,156,"male",4,"high","low"
"1095",1095,156,"male",10,"high","high"
"1096",1096,156,"male",10,"high","high"
"1097",1097,157,"female",2,"low","low"
"1098",1098,157,"female",3,"low","low"
"1099",1099,157,"female",9,"low","high"
"1100",1100,157,"female",10,"low","high"
"1101",1101,157,"female",5,"high","low"
"1102",1102,157,"female",5,"high","low"
"1103",1103,157,"female",10,"high","high"
"1104",1104,157,"female",8,"high","high"
"1105",1105,158,"male",3,"low","low"
"1106",1106,158,"male",8,"low","low"
"1107",1107,158,"male",6,"low","high"
"1108",1108,158,"male",9,"low","high"
"1109",1109,158,"male",5,"high","low"
"1110",1110,158,"male",2,"high","low"
"1111",1111,158,"male",10,"high","high"
"1112",1112,158,"male",4,"high","high"
"1113",1113,159,"female",1,"low","low"
"1114",1114,159,"female",5,"low","low"
"1115",1115,159,"female",6,"low","high"
"1116",1116,159,"female",6,"low","high"
"1117",1117,159,"female",3,"high","low"
"1118",1118,159,"female",6,"high","low"
"1119",1119,159,"female",8,"high","high"
"1120",1120,159,"female",4,"high","high"
"1121",1121,160,"female",10,"low","low"
"1122",1122,160,"female",10,"low","low"
"1123",1123,160,"female",10,"low","high"
"1124",1124,160,"female",10,"low","high"
"1125",1125,160,"female",10,"high","low"
"1126",1126,160,"female",10,"high","low"
"1127",1127,160,"female",10,"high","high"
"1128",1128,160,"female",10,"high","high"
"1129",1129,161,"female",10,"low","low"
"1130",1130,161,"female",7,"low","low"
"1131",1131,161,"female",9,"low","high"
"1132",1132,161,"female",10,"low","high"
"1133",1133,161,"female",6,"high","low"
"1134",1134,161,"female",4,"high","low"
"1135",1135,161,"female",10,"high","high"
"1136",1136,161,"female",10,"high","high"
"1137",1137,163,"female",10,"low","low"
"1138",1138,163,"female",0,"low","low"
"1139",1139,163,"female",10,"low","high"
"1140",1140,163,"female",10,"low","high"
"1141",1141,163,"female",5,"high","low"
"1142",1142,163,"female",5,"high","low"
"1143",1143,163,"female",10,"high","high"
"1144",1144,163,"female",3,"high","high"
"1145",1145,164,"female",10,"low","low"
"1146",1146,164,"female",10,"low","low"
"1147",1147,164,"female",10,"low","high"
"1148",1148,164,"female",10,"low","high"
"1149",1149,164,"female",8,"high","low"
"1150",1150,164,"female",10,"high","low"
"1151",1151,164,"female",10,"high","high"
"1152",1152,164,"female",10,"high","high"
"1153",1153,165,"female",2,"low","low"
"1154",1154,165,"female",8,"low","low"
"1155",1155,165,"female",5,"low","high"
"1156",1156,165,"female",10,"low","high"
"1157",1157,165,"female",10,"high","low"
"1158",1158,165,"female",10,"high","low"
"1159",1159,165,"female",10,"high","high"
"1160",1160,165,"female",10,"high","high"
"1161",1161,166,"male",9,"low","low"
"1162",1162,166,"male",9,"low","low"
"1163",1163,166,"male",9,"low","high"
"1164",1164,166,"male",5,"low","high"
"1165",1165,166,"male",9,"high","low"
"1166",1166,166,"male",8,"high","low"
"1167",1167,166,"male",10,"high","high"
"1168",1168,166,"male",5,"high","high"
"1169",1169,167,"female",0,"low","low"
"1170",1170,167,"female",1,"low","low"
"1171",1171,167,"female",10,"low","high"
"1172",1172,167,"female",10,"low","high"
"1173",1173,167,"female",6,"high","low"
"1174",1174,167,"female",1,"high","low"
"1175",1175,167,"female",2,"high","high"
"1176",1176,167,"female",1,"high","high"
"1177",1177,169,"female",7,"low","low"
"1178",1178,169,"female",9,"low","low"
"1179",1179,169,"female",8,"low","high"
"1180",1180,169,"female",8,"low","high"
"1181",1181,169,"female",7,"high","low"
"1182",1182,169,"female",8,"high","low"
"1183",1183,169,"female",10,"high","high"
"1184",1184,169,"female",10,"high","high"
"1185",1185,170,"female",2,"low","low"
"1186",1186,170,"female",0,"low","low"
"1187",1187,170,"female",0,"low","high"
"1188",1188,170,"female",10,"low","high"
"1189",1189,170,"female",9,"high","low"
"1190",1190,170,"female",2,"high","low"
"1191",1191,170,"female",0,"high","high"
"1192",1192,170,"female",6,"high","high"
"1193",1193,171,"male",5,"low","low"
"1194",1194,171,"male",6,"low","low"
"1195",1195,171,"male",7,"low","high"
"1196",1196,171,"male",6,"low","high"
"1197",1197,171,"male",10,"high","low"
"1198",1198,171,"male",10,"high","low"
"1199",1199,171,"male",7,"high","high"
"1200",1200,171,"male",8,"high","high"
"1201",1201,172,"female",5,"low","low"
"1202",1202,172,"female",6,"low","low"
"1203",1203,172,"female",6,"low","high"
"1204",1204,172,"female",7,"low","high"
"1205",1205,172,"female",7,"high","low"
"1206",1206,172,"female",7,"high","low"
"1207",1207,172,"female",9,"high","high"
"1208",1208,172,"female",7,"high","high"
"1209",1209,173,"female",5,"low","low"
"1210",1210,173,"female",8,"low","low"
"1211",1211,173,"female",7,"low","high"
"1212",1212,173,"female",7,"low","high"
"1213",1213,173,"female",4,"high","low"
"1214",1214,173,"female",4,"high","low"
"1215",1215,173,"female",10,"high","high"
"1216",1216,173,"female",8,"high","high"
"1217",1217,174,"female",5,"low","low"
"1218",1218,174,"female",10,"low","low"
"1219",1219,174,"female",10,"low","high"
"1220",1220,174,"female",10,"low","high"
"1221",1221,174,"female",5,"high","low"
"1222",1222,174,"female",5,"high","low"
"1223",1223,174,"female",10,"high","high"
"1224",1224,174,"female",5,"high","high"
"1225",1225,176,"female",8,"low","low"
"1226",1226,176,"female",8,"low","low"
"1227",1227,176,"female",8,"low","high"
"1228",1228,176,"female",8,"low","high"
"1229",1229,176,"female",9,"high","low"
"1230",1230,176,"female",8,"high","low"
"1231",1231,176,"female",10,"high","high"
"1232",1232,176,"female",10,"high","high"
"1233",1233,178,"female",7,"low","low"
"1234",1234,178,"female",4,"low","low"
"1235",1235,178,"female",10,"low","high"
"1236",1236,178,"female",10,"low","high"
"1237",1237,178,"female",10,"high","low"
"1238",1238,178,"female",10,"high","low"
"1239",1239,178,"female",10,"high","high"
"1240",1240,178,"female",7,"high","high"
"1241",1241,179,"female",10,"low","low"
"1242",1242,179,"female",10,"low","low"
"1243",1243,179,"female",10,"low","high"
"1244",1244,179,"female",10,"low","high"
"1245",1245,179,"female",10,"high","low"
"1246",1246,179,"female",10,"high","low"
"1247",1247,179,"female",10,"high","high"
"1248",1248,179,"female",10,"high","high"
"1249",1249,180,"female",7,"low","low"
"1250",1250,180,"female",5,"low","low"
"1251",1251,180,"female",5,"low","high"
"1252",1252,180,"female",5,"low","high"
"1253",1253,180,"female",7,"high","low"
"1254",1254,180,"female",8,"high","low"
"1255",1255,180,"female",10,"high","high"
"1256",1256,180,"female",9,"high","high"
"1257",1257,181,"female",10,"low","low"
"1258",1258,181,"female",10,"low","low"
"1259",1259,181,"female",10,"low","high"
"1260",1260,181,"female",9,"low","high"
"1261",1261,181,"female",5,"high","low"
"1262",1262,181,"female",9,"high","low"
"1263",1263,181,"female",8,"high","high"
"1264",1264,181,"female",8,"high","high"
"1265",1265,183,"female",10,"low","low"
"1266",1266,183,"female",5,"low","low"
"1267",1267,183,"female",10,"low","high"
"1268",1268,183,"female",7,"low","high"
"1269",1269,183,"female",7,"high","low"
"1270",1270,183,"female",5,"high","low"
"1271",1271,183,"female",10,"high","high"
"1272",1272,183,"female",10,"high","high"
"1273",1273,184,"female",5,"low","low"
"1274",1274,184,"female",9,"low","low"
"1275",1275,184,"female",10,"low","high"
"1276",1276,184,"female",6,"low","high"
"1277",1277,184,"female",3,"high","low"
"1278",1278,184,"female",4,"high","low"
"1279",1279,184,"female",8,"high","high"
"1280",1280,184,"female",7,"high","high"
"1281",1281,185,"female",6,"low","low"
"1282",1282,185,"female",6,"low","low"
"1283",1283,185,"female",8,"low","high"
"1284",1284,185,"female",10,"low","high"
"1285",1285,185,"female",5,"high","low"
"1286",1286,185,"female",9,"high","low"
"1287",1287,185,"female",10,"high","high"
"1288",1288,185,"female",8,"high","high"
"1289",1289,186,"female",7,"low","low"
"1290",1290,186,"female",8,"low","low"
"1291",1291,186,"female",10,"low","high"
"1292",1292,186,"female",10,"low","high"
"1293",1293,186,"female",3,"high","low"
"1294",1294,186,"female",8,"high","low"
"1295",1295,186,"female",8,"high","high"
"1296",1296,186,"female",6,"high","high"
"1297",1297,187,"male",4,"low","low"
"1298",1298,187,"male",8,"low","low"
"1299",1299,187,"male",6,"low","high"
"1300",1300,187,"male",8,"low","high"
"1301",1301,187,"male",10,"high","low"
"1302",1302,187,"male",10,"high","low"
"1303",1303,187,"male",10,"high","high"
"1304",1304,187,"male",10,"high","high"
"1305",1305,188,"male",0,"low","low"
"1306",1306,188,"male",0,"low","low"
"1307",1307,188,"male",10,"low","high"
"1308",1308,188,"male",10,"low","high"
"1309",1309,188,"male",0,"high","low"
"1310",1310,188,"male",0,"high","low"
"1311",1311,188,"male",9,"high","high"
"1312",1312,188,"male",2,"high","high"
"1313",1313,189,"female",6,"low","low"
"1314",1314,189,"female",8,"low","low"
"1315",1315,189,"female",6,"low","high"
"1316",1316,189,"female",10,"low","high"
"1317",1317,189,"female",7,"high","low"
"1318",1318,189,"female",7,"high","low"
"1319",1319,189,"female",7,"high","high"
"1320",1320,189,"female",5,"high","high"
"1321",1321,190,"female",7,"low","low"
"1322",1322,190,"female",8,"low","low"
"1323",1323,190,"female",4,"low","high"
"1324",1324,190,"female",7,"low","high"
"1325",1325,190,"female",5,"high","low"
"1326",1326,190,"female",4,"high","low"
"1327",1327,190,"female",8,"high","high"
"1328",1328,190,"female",7,"high","high"
"1329",1329,191,"female",7,"low","low"
"1330",1330,191,"female",6,"low","low"
"1331",1331,191,"female",10,"low","high"
"1332",1332,191,"female",10,"low","high"
"1333",1333,191,"female",10,"high","low"
"1334",1334,191,"female",10,"high","low"
"1335",1335,191,"female",10,"high","high"
"1336",1336,191,"female",10,"high","high"
"1337",1337,192,"female",10,"low","low"
"1338",1338,192,"female",10,"low","low"
"1339",1339,192,"female",8,"low","high"
"1340",1340,192,"female",9,"low","high"
"1341",1341,192,"female",3,"high","low"
"1342",1342,192,"female",5,"high","low"
"1343",1343,192,"female",7,"high","high"
"1344",1344,192,"female",10,"high","high"
"1345",1345,193,"male",8,"low","low"
"1346",1346,193,"male",8,"low","low"
"1347",1347,193,"male",10,"low","high"
"1348",1348,193,"male",10,"low","high"
"1349",1349,193,"male",7,"high","low"
"1350",1350,193,"male",7,"high","low"
"1351",1351,193,"male",9,"high","high"
"1352",1352,193,"male",7,"high","high"
"1353",1353,194,"female",5,"low","low"
"1354",1354,194,"female",7,"low","low"
"1355",1355,194,"female",10,"low","high"
"1356",1356,194,"female",10,"low","high"
"1357",1357,194,"female",5,"high","low"
"1358",1358,194,"female",7,"high","low"
"1359",1359,194,"female",10,"high","high"
"1360",1360,194,"female",10,"high","high"
"1361",1361,195,"male",10,"low","low"
"1362",1362,195,"male",10,"low","low"
"1363",1363,195,"male",10,"low","high"
"1364",1364,195,"male",10,"low","high"
"1365",1365,195,"male",10,"high","low"
"1366",1366,195,"male",10,"high","low"
"1367",1367,195,"male",10,"high","high"
"1368",1368,195,"male",10,"high","high"
"1369",1369,196,"female",9,"low","low"
"1370",1370,196,"female",8,"low","low"
"1371",1371,196,"female",8,"low","high"
"1372",1372,196,"female",8,"low","high"
"1373",1373,196,"female",2,"high","low"
"1374",1374,196,"female",4,"high","low"
"1375",1375,196,"female",7,"high","high"
"1376",1376,196,"female",7,"high","high"
"1377",1377,197,"male",5,"low","low"
"1378",1378,197,"male",6,"low","low"
"1379",1379,197,"male",5,"low","high"
"1380",1380,197,"male",5,"low","high"
"1381",1381,197,"male",4,"high","low"
"1382",1382,197,"male",6,"high","low"
"1383",1383,197,"male",7,"high","high"
"1384",1384,197,"male",5,"high","high"
"1385",1385,198,"male",3,"low","low"
"1386",1386,198,"male",10,"low","low"
"1387",1387,198,"male",10,"low","high"
"1388",1388,198,"male",10,"low","high"
"1389",1389,198,"male",8,"high","low"
"1390",1390,198,"male",8,"high","low"
"1391",1391,198,"male",10,"high","high"
"1392",1392,198,"male",9,"high","high"
"1393",1393,199,"male",10,"low","low"
"1394",1394,199,"male",10,"low","low"
"1395",1395,199,"male",10,"low","high"
"1396",1396,199,"male",10,"low","high"
"1397",1397,199,"male",0,"high","low"
"1398",1398,199,"male",10,"high","low"
"1399",1399,199,"male",10,"high","high"
"1400",1400,199,"male",10,"high","high"
"1401",1401,200,"female",10,"low","low"
"1402",1402,200,"female",10,"low","low"
"1403",1403,200,"female",10,"low","high"
"1404",1404,200,"female",10,"low","high"
"1405",1405,200,"female",1,"high","low"
"1406",1406,200,"female",10,"high","low"
"1407",1407,200,"female",10,"high","high"
"1408",1408,200,"female",10,"high","high"
